shipment_id,cargo_weight,shipment_priority,shc,customs_status,inspection_required,clearance_type,documentation_status,payment_status,consignee_name,consignee_behavior,staff_availability,truck_availability,packaging_condition,warehouse_load_percentage,flight_delay_hours,arrival_datetime,release_datetime,dwell_time_hours
SHIP_112696,4627.48,Critical,DGR,Pending,0,Manual,Complete,Overdue,Secure Freight Systems,Average,74,Delayed,Good,83.06,13.12,2024-07-20 18:28:00,2024-07-23 01:28:00,55
SHIP_109166,1926.23,Medium,GEN,Hold,1,Manual,Complete,Paid,CargoLink Pvt Ltd,Average,86,Available,Good,97.22,13.04,2024-07-17 12:05:00,2024-07-19 15:05:00,51
SHIP_109018,3395.1,Critical,EAT,Under Inspection,0,Automatic,Missing,Paid,Global Electronics Pvt Ltd,Delayed Response,92,Delayed,Good,91.63,12.44,2024-07-21 07:08:00,2024-07-23 09:08:00,50
SHIP_108199,3899.57,Medium,DGR,Pending,0,Manual,Missing,Paid,AeroTech Solutions,Average,85,Available,Good,65.78,20.16,2024-07-19 20:02:00,2024-07-21 18:02:00,46
SHIP_102844,1515.58,Low,DGR,Under Inspection,0,Manual,Missing,Paid,DHL Logistics,Cooperative,76,Delayed,Good,56.53,3.6,2024-07-22 21:52:00,2024-07-25 15:52:00,66
SHIP_108473,107.69,Medium,EAT,Under Inspection,1,Automatic,Complete,Overdue,Skyline Traders,Average,94,Available,Good,35.91,9.05,2024-07-22 10:16:00,2024-07-25 09:16:00,71
SHIP_100567,721.94,Low,DGR,Hold,1,Automatic,Incomplete,Overdue,FreshFoods Exports,Cooperative,51,Delayed,Good,43.95,2.4,2024-07-23 17:25:00,2024-07-27 19:25:00,98
SHIP_113811,2176.99,Low,PER,Pending,0,Automatic,Missing,Overdue,Prime Retail Imports,Average,36,Not Available,Good,98.14,20.2,2024-07-21 01:12:00,2024-07-24 23:12:00,94
SHIP_119827,1972.51,Low,PER,Under Inspection,1,Manual,Complete,Pending,Global Electronics Pvt Ltd,Non-Compliant,22,Available,Good,23.08,1.02,2024-07-22 21:15:00,2024-07-25 00:15:00,51
SHIP_119534,4799.54,High,EAT,Pending,0,Manual,Incomplete,Overdue,Secure Freight Systems,Average,44,Available,Good,71.09,16.87,2024-07-21 14:33:00,2024-07-23 06:33:00,40
SHIP_104135,3821.67,Low,GEN,Under Inspection,0,Automatic,Incomplete,Pending,Skyline Traders,Cooperative,81,Available,Good,39.45,2.77,2024-07-22 01:50:00,2024-07-23 20:50:00,43
SHIP_111612,1471.97,High,EAT,Hold,0,Manual,Missing,Pending,DHL Logistics,Average,51,Available,Good,97.6,10.57,2024-07-22 13:36:00,2024-07-25 09:36:00,68
SHIP_110872,56.17,Medium,DGR,Under Inspection,1,Automatic,Missing,Pending,Skyline Traders,Delayed Response,59,Available,Damaged,88.31,4.36,2024-07-22 18:26:00,2024-07-26 04:26:00,82
SHIP_106909,611.79,High,EAT,Hold,0,Manual,Missing,Pending,AeroTech Solutions,Cooperative,98,Not Available,Good,35.26,15.86,2024-07-24 06:28:00,2024-07-28 04:28:00,94
SHIP_113037,3626.88,Low,VAL,Under Inspection,0,Manual,Complete,Paid,FreshFoods Exports,Average,90,Delayed,Good,41.39,3.8,2024-07-22 03:17:00,2024-07-23 17:17:00,38
SHIP_113922,1843.46,High,AVI,Pending,0,Manual,Incomplete,Paid,CargoLink Pvt Ltd,Cooperative,51,Not Available,Good,97.93,15.08,2024-07-22 17:21:00,2024-07-24 14:21:00,45
SHIP_115483,3774.56,Critical,VAL,Pending,0,Automatic,Complete,Paid,CargoLink Pvt Ltd,Cooperative,66,Delayed,Good,69.33,16.55,2024-07-21 10:05:00,2024-07-22 08:05:00,22
SHIP_112298,3074.78,Critical,EAT,Hold,1,Manual,Missing,Pending,Skyline Traders,Delayed Response,31,Available,Good,83.16,10.51,2024-07-24 07:27:00,2024-07-27 17:27:00,82
SHIP_104948,1890.59,Low,DGR,Under Inspection,1,Manual,Complete,Paid,ABC Pharma Ltd,Delayed Response,92,Available,Good,81.53,1.25,2024-07-21 10:51:00,2024-07-23 01:51:00,39
SHIP_104162,2027.21,Critical,GEN,Under Inspection,0,Automatic,Missing,Pending,ABC Pharma Ltd,Average,70,Available,Good,65.51,1.45,2024-07-22 04:32:00,2024-07-24 22:32:00,66
SHIP_114221,684.88,Critical,AVI,Under Inspection,0,Automatic,Missing,Overdue,AeroTech Solutions,Non-Compliant,75,Available,Good,69.82,15.6,2024-07-22 16:32:00,2024-07-25 09:32:00,65
SHIP_116242,1319.09,Critical,AVI,Pending,1,Automatic,Incomplete,Overdue,AeroTech Solutions,Delayed Response,84,Delayed,Damaged,35.72,15.56,2024-07-24 15:12:00,2024-07-28 04:12:00,85
SHIP_104367,2498.94,Low,AVI,Pending,1,Automatic,Complete,Paid,DHL Logistics,Average,64,Available,Damaged,50.37,21.39,2024-07-20 07:38:00,2024-07-22 07:38:00,48
SHIP_116712,2026.12,Medium,PER,Under Inspection,0,Manual,Missing,Pending,DHL Logistics,Cooperative,85,Delayed,Good,77.89,21.06,2024-07-22 20:14:00,2024-07-25 18:14:00,70
SHIP_102141,217.14,Medium,VAL,Pending,0,Automatic,Missing,Pending,DHL Logistics,Average,43,Available,Good,81.01,3.26,2024-07-22 21:59:00,2024-07-25 05:59:00,56
SHIP_115643,4895.07,High,EAT,Pending,0,Automatic,Incomplete,Overdue,MedSupply International,Average,49,Available,Good,69.95,2.48,2024-07-23 06:41:00,2024-07-25 04:41:00,46
SHIP_108043,3633.09,Medium,AVI,Hold,0,Automatic,Complete,Overdue,DHL Logistics,Average,82,Delayed,Good,88.9,1.21,2024-07-23 05:04:00,2024-07-25 14:04:00,57
SHIP_100633,4128.29,Medium,DGR,Pending,0,Automatic,Missing,Paid,MedSupply International,Delayed Response,81,Delayed,Good,93.97,12.41,2024-07-22 04:39:00,2024-07-24 09:39:00,53
SHIP_112871,498.03,High,GEN,Cleared,0,Automatic,Complete,Pending,CargoLink Pvt Ltd,Average,35,Delayed,Damaged,21.18,3.41,2024-07-22 11:31:00,2024-07-24 02:31:00,39
SHIP_106060,2270.02,Medium,AVI,Hold,1,Automatic,Incomplete,Paid,Skyline Traders,Non-Compliant,39,Available,Damaged,56.36,15.31,2024-07-23 19:55:00,2024-07-26 16:55:00,69
SHIP_102355,918.07,Critical,GEN,Hold,0,Manual,Complete,Overdue,Prime Retail Imports,Delayed Response,60,Available,Good,98.73,21.09,2024-07-19 09:00:00,2024-07-21 05:00:00,44
SHIP_110231,96.8,High,EAT,Hold,0,Manual,Complete,Pending,Global Electronics Pvt Ltd,Cooperative,59,Available,Good,87.55,9.47,2024-07-22 18:10:00,2024-07-24 20:10:00,50
SHIP_104491,2916.0,High,GEN,Hold,1,Automatic,Missing,Overdue,Skyline Traders,Delayed Response,76,Available,Good,56.26,9.62,2024-07-23 18:58:00,2024-07-27 16:58:00,94
SHIP_102788,4395.18,High,AVI,Pending,0,Manual,Incomplete,Paid,AeroTech Solutions,Delayed Response,23,Delayed,Damaged,86.67,3.13,2024-07-23 06:47:00,2024-07-25 10:47:00,52
SHIP_111709,4385.86,Medium,EAT,Hold,0,Manual,Missing,Overdue,AeroTech Solutions,Cooperative,88,Available,Good,81.27,5.59,2024-07-22 03:28:00,2024-07-25 13:28:00,82
SHIP_107830,3139.69,Medium,GEN,Hold,0,Automatic,Missing,Paid,Secure Freight Systems,Delayed Response,70,Not Available,Good,95.56,12.82,2024-07-21 14:53:00,2024-07-25 09:53:00,91
SHIP_113653,1823.1,Critical,EAT,Hold,1,Automatic,Complete,Overdue,DHL Logistics,Cooperative,86,Delayed,Good,77.05,19.17,2024-07-23 22:15:00,2024-07-27 03:15:00,77
SHIP_113420,4782.25,Medium,DGR,Pending,0,Automatic,Missing,Overdue,DHL Logistics,Cooperative,84,Available,Damaged,67.69,6.61,2024-07-23 08:59:00,2024-07-26 22:59:00,86
SHIP_103454,2214.89,Critical,VAL,Under Inspection,1,Automatic,Missing,Paid,FreshFoods Exports,Cooperative,59,Available,Good,69.38,4.24,2024-07-23 11:00:00,2024-07-26 07:00:00,68
SHIP_107073,2237.3,Low,DGR,Pending,0,Manual,Incomplete,Overdue,ABC Pharma Ltd,Cooperative,27,Available,Good,38.33,18.09,2024-07-22 13:14:00,2024-07-24 23:14:00,58
SHIP_117260,4834.26,High,PER,Hold,0,Manual,Incomplete,Pending,FreshFoods Exports,Cooperative,85,Available,Good,24.68,21.95,2024-07-23 13:42:00,2024-07-25 16:42:00,51
SHIP_102937,2864.76,Critical,VAL,Hold,1,Automatic,Complete,Paid,Global Electronics Pvt Ltd,Delayed Response,96,Available,Good,56.74,23.15,2024-07-20 23:19:00,2024-07-22 19:19:00,44
SHIP_107921,566.03,High,PER,Under Inspection,1,Manual,Complete,Paid,CargoLink Pvt Ltd,Average,40,Available,Good,29.01,1.79,2024-07-22 04:03:00,2024-07-23 09:03:00,29
SHIP_107400,3759.15,Critical,GEN,Under Inspection,0,Automatic,Missing,Pending,ABC Pharma Ltd,Average,75,Available,Good,29.0,6.68,2024-07-23 19:17:00,2024-07-25 21:17:00,50
SHIP_116543,3788.98,Medium,VAL,Hold,0,Automatic,Complete,Paid,Global Electronics Pvt Ltd,Average,80,Available,Good,55.83,11.75,2024-07-20 07:42:00,2024-07-21 13:42:00,30
SHIP_113946,2170.45,Critical,EAT,Pending,0,Automatic,Complete,Paid,FreshFoods Exports,Cooperative,82,Delayed,Good,31.62,10.43,2024-07-22 21:51:00,2024-07-23 23:51:00,26
SHIP_104625,2122.25,Low,VAL,Hold,0,Automatic,Incomplete,Paid,AeroTech Solutions,Average,20,Available,Good,84.35,7.29,2024-07-22 16:23:00,2024-07-24 16:23:00,48
SHIP_109254,2825.11,High,DGR,Pending,0,Automatic,Incomplete,Paid,AeroTech Solutions,Cooperative,64,Not Available,Damaged,80.38,4.39,2024-07-24 21:43:00,2024-07-27 11:43:00,62
SHIP_113390,3141.56,Low,VAL,Under Inspection,0,Manual,Missing,Paid,Secure Freight Systems,Cooperative,74,Available,Good,34.61,22.06,2024-07-22 10:50:00,2024-07-24 03:50:00,41
SHIP_111178,3310.2,High,VAL,Cleared,0,Manual,Complete,Pending,Secure Freight Systems,Average,84,Delayed,Good,65.84,5.09,2024-07-22 23:50:00,2024-07-24 00:50:00,25
SHIP_100487,661.08,Low,PER,Under Inspection,0,Automatic,Incomplete,Paid,AeroTech Solutions,Cooperative,59,Available,Good,21.77,8.59,2024-07-22 12:16:00,2024-07-24 07:16:00,43
SHIP_118454,4930.58,Medium,PER,Hold,0,Automatic,Incomplete,Pending,DHL Logistics,Cooperative,25,Available,Good,97.6,22.26,2024-07-23 01:09:00,2024-07-25 04:09:00,51
SHIP_112122,408.42,Critical,GEN,Pending,0,Manual,Complete,Pending,FreshFoods Exports,Cooperative,53,Available,Good,44.07,10.2,2024-07-22 16:31:00,2024-07-23 17:31:00,25
SHIP_108098,4556.35,High,EAT,Hold,0,Automatic,Incomplete,Pending,MedSupply International,Average,39,Available,Good,21.5,17.61,2024-07-25 03:37:00,2024-07-27 08:37:00,53
SHIP_113964,2693.24,Low,DGR,Under Inspection,0,Manual,Incomplete,Paid,ABC Pharma Ltd,Delayed Response,58,Available,Good,47.12,22.56,2024-07-23 19:36:00,2024-07-25 13:36:00,42
SHIP_118625,474.38,Medium,VAL,Under Inspection,1,Automatic,Complete,Pending,Secure Freight Systems,Cooperative,53,Available,Good,21.96,21.67,2024-07-23 23:00:00,2024-07-26 10:00:00,59
SHIP_111058,4674.97,Medium,VAL,Pending,1,Manual,Incomplete,Pending,Prime Retail Imports,Average,73,Not Available,Good,50.08,21.02,2024-07-25 09:18:00,2024-07-28 13:18:00,76
SHIP_107776,569.12,High,DGR,Under Inspection,0,Automatic,Incomplete,Overdue,DHL Logistics,Average,95,Available,Damaged,91.39,17.19,2024-07-25 02:33:00,2024-07-27 20:33:00,66
SHIP_100137,305.9,Medium,DGR,Under Inspection,0,Automatic,Complete,Overdue,FreshFoods Exports,Cooperative,89,Available,Good,45.29,12.17,2024-07-24 17:41:00,2024-07-26 14:41:00,45
SHIP_111577,4986.14,Critical,VAL,Under Inspection,0,Manual,Missing,Paid,ABC Pharma Ltd,Average,25,Available,Good,83.34,8.86,2024-07-24 02:43:00,2024-07-26 05:43:00,51
SHIP_104199,3762.42,Medium,VAL,Under Inspection,0,Automatic,Missing,Overdue,AeroTech Solutions,Cooperative,42,Not Available,Damaged,29.6,12.69,2024-07-26 21:30:00,2024-07-31 04:30:00,103
SHIP_109819,2023.54,High,PER,Under Inspection,0,Manual,Incomplete,Overdue,Skyline Traders,Average,84,Available,Good,38.37,15.97,2024-07-25 13:55:00,2024-07-28 02:55:00,61
SHIP_103557,431.99,Medium,DGR,Pending,0,Manual,Complete,Paid,Skyline Traders,Average,53,Available,Good,33.99,21.18,2024-07-24 17:18:00,2024-07-25 15:18:00,22
SHIP_110248,4584.38,Low,VAL,Pending,0,Manual,Missing,Pending,FreshFoods Exports,Delayed Response,69,Delayed,Needs Repacking,88.06,21.3,2024-07-25 15:43:00,2024-07-29 04:43:00,85
SHIP_109609,3317.46,Medium,GEN,Pending,0,Automatic,Incomplete,Paid,CargoLink Pvt Ltd,Average,75,Delayed,Good,38.31,21.46,2024-07-23 23:37:00,2024-07-25 18:37:00,43
SHIP_100163,1558.16,Medium,EAT,Pending,0,Manual,Incomplete,Paid,Global Electronics Pvt Ltd,Cooperative,54,Not Available,Good,32.3,5.37,2024-07-24 04:17:00,2024-07-26 09:17:00,53
SHIP_114187,417.78,High,GEN,Cleared,0,Manual,Complete,Paid,CargoLink Pvt Ltd,Cooperative,42,Available,Good,64.7,12.38,2024-07-23 23:00:00,2024-07-24 04:00:00,5
SHIP_114794,1448.81,High,GEN,Hold,1,Automatic,Missing,Pending,DHL Logistics,Average,66,Available,Good,36.43,4.59,2024-07-24 22:07:00,2024-07-27 23:07:00,73
SHIP_106110,1907.31,Low,DGR,Pending,0,Automatic,Incomplete,Overdue,Prime Retail Imports,Average,70,Available,Good,92.56,16.4,2024-07-25 11:06:00,2024-07-28 01:06:00,62
SHIP_107899,2824.66,Critical,GEN,Under Inspection,0,Automatic,Missing,Overdue,FreshFoods Exports,Cooperative,26,Delayed,Good,21.98,1.22,2024-07-26 01:46:00,2024-07-29 02:46:00,73
SHIP_111813,3586.69,Low,PER,Under Inspection,0,Manual,Complete,Pending,MedSupply International,Cooperative,28,Available,Needs Repacking,95.92,16.12,2024-07-24 08:55:00,2024-07-26 13:55:00,53
SHIP_107758,2610.91,High,GEN,Hold,1,Manual,Incomplete,Paid,AeroTech Solutions,Delayed Response,34,Delayed,Good,58.75,4.84,2024-07-26 01:24:00,2024-07-29 11:24:00,82
SHIP_106647,3534.99,Low,GEN,Hold,0,Automatic,Incomplete,Overdue,Global Electronics Pvt Ltd,Cooperative,56,Delayed,Damaged,97.33,10.41,2024-07-25 12:39:00,2024-07-29 05:39:00,89
SHIP_113256,4325.39,High,AVI,Under Inspection,0,Manual,Missing,Pending,FreshFoods Exports,Cooperative,68,Delayed,Good,87.82,21.44,2024-07-24 11:00:00,2024-07-27 21:00:00,82
SHIP_100129,4981.85,Critical,EAT,Hold,1,Automatic,Complete,Paid,Global Electronics Pvt Ltd,Delayed Response,47,Available,Good,52.26,5.29,2024-07-23 16:06:00,2024-07-25 09:06:00,41
SHIP_117296,2233.38,Low,GEN,Under Inspection,0,Manual,Complete,Overdue,AeroTech Solutions,Cooperative,91,Delayed,Good,24.38,15.92,2024-07-26 04:15:00,2024-07-28 14:15:00,58
SHIP_109641,504.44,Critical,EAT,Hold,0,Manual,Complete,Paid,AeroTech Solutions,Average,67,Available,Good,66.48,18.68,2024-07-22 19:33:00,2024-07-24 04:33:00,33
SHIP_115439,1716.15,Critical,EAT,Pending,0,Manual,Missing,Paid,Skyline Traders,Average,96,Available,Good,45.91,12.17,2024-07-23 19:21:00,2024-07-25 12:21:00,41
SHIP_119076,2851.02,Critical,EAT,Under Inspection,0,Automatic,Incomplete,Overdue,Global Electronics Pvt Ltd,Delayed Response,32,Available,Damaged,98.65,6.06,2024-07-25 17:36:00,2024-07-28 10:36:00,65
SHIP_109730,1937.05,Low,GEN,Hold,0,Automatic,Complete,Pending,CargoLink Pvt Ltd,Average,76,Not Available,Good,68.27,14.6,2024-07-25 22:12:00,2024-07-29 03:12:00,77
SHIP_108718,3294.59,Medium,PER,Hold,1,Automatic,Missing,Paid,FreshFoods Exports,Delayed Response,88,Delayed,Good,98.41,22.07,2024-07-27 10:17:00,2024-07-31 00:17:00,86
SHIP_109881,1069.86,Low,AVI,Hold,1,Manual,Missing,Paid,FreshFoods Exports,Average,22,Available,Good,94.19,18.27,2024-07-24 04:48:00,2024-07-27 05:48:00,73
SHIP_102561,4476.79,High,VAL,Pending,1,Manual,Missing,Overdue,FreshFoods Exports,Cooperative,55,Not Available,Damaged,25.39,9.93,2024-07-27 13:18:00,2024-07-31 22:18:00,105
SHIP_119200,4607.99,High,DGR,Hold,0,Manual,Complete,Pending,MedSupply International,Average,51,Available,Good,47.49,15.5,2024-07-25 00:45:00,2024-07-27 00:45:00,48
SHIP_104443,1238.79,High,PER,Hold,0,Automatic,Incomplete,Paid,DHL Logistics,Delayed Response,64,Available,Good,78.16,21.53,2024-07-24 04:27:00,2024-07-25 23:27:00,43
SHIP_101083,115.68,Critical,DGR,Hold,0,Automatic,Incomplete,Overdue,Prime Retail Imports,Average,49,Available,Needs Repacking,85.53,23.91,2024-07-27 08:55:00,2024-07-30 13:55:00,77
SHIP_116843,4753.03,Low,EAT,Under Inspection,1,Automatic,Complete,Paid,DHL Logistics,Average,34,Available,Good,30.31,22.11,2024-07-25 08:53:00,2024-07-27 07:53:00,47
SHIP_117056,1190.51,Medium,PER,Under Inspection,0,Manual,Missing,Pending,DHL Logistics,Average,71,Available,Needs Repacking,96.27,16.76,2024-07-26 14:23:00,2024-07-30 05:23:00,87
SHIP_118542,2427.25,High,AVI,Hold,1,Manual,Incomplete,Paid,FreshFoods Exports,Average,61,Available,Good,82.72,1.38,2024-07-26 00:24:00,2024-07-28 18:24:00,66
SHIP_106860,1664.94,Medium,DGR,Under Inspection,1,Automatic,Complete,Paid,FreshFoods Exports,Average,25,Delayed,Good,43.99,1.98,2024-07-26 12:21:00,2024-07-28 20:21:00,56
SHIP_116160,1976.82,High,VAL,Hold,0,Manual,Complete,Paid,Secure Freight Systems,Delayed Response,77,Available,Needs Repacking,31.98,21.35,2024-07-25 17:51:00,2024-07-28 02:51:00,57
SHIP_108384,1046.45,Medium,AVI,Under Inspection,0,Automatic,Missing,Pending,Skyline Traders,Average,37,Not Available,Good,85.21,20.91,2024-07-26 13:40:00,2024-07-30 11:40:00,94
SHIP_104839,1137.64,Low,AVI,Pending,0,Manual,Complete,Paid,Prime Retail Imports,Cooperative,27,Delayed,Good,81.46,12.67,2024-07-25 03:36:00,2024-07-26 17:36:00,38
SHIP_112322,4569.0,High,EAT,Pending,0,Automatic,Incomplete,Paid,Global Electronics Pvt Ltd,Cooperative,79,Delayed,Good,75.45,8.36,2024-07-24 19:34:00,2024-07-26 06:34:00,35
SHIP_103411,4560.84,Medium,PER,Hold,0,Manual,Incomplete,Pending,FreshFoods Exports,Delayed Response,41,Available,Good,69.87,23.94,2024-07-25 11:38:00,2024-07-27 12:38:00,49
SHIP_102570,1301.54,High,VAL,Pending,0,Manual,Incomplete,Paid,Skyline Traders,Cooperative,62,Available,Good,89.79,22.33,2024-07-24 01:52:00,2024-07-25 06:52:00,29
SHIP_112709,2729.8,Medium,AVI,Pending,1,Manual,Missing,Pending,MedSupply International,Cooperative,98,Available,Good,79.24,7.28,2024-07-26 03:39:00,2024-07-29 01:39:00,70
SHIP_116914,3679.98,Medium,EAT,Hold,1,Automatic,Incomplete,Overdue,Skyline Traders,Average,83,Available,Damaged,58.82,10.5,2024-07-26 23:41:00,2024-07-30 15:41:00,88
SHIP_119384,3059.14,Medium,PER,Hold,0,Automatic,Missing,Overdue,FreshFoods Exports,Cooperative,35,Available,Good,39.62,0.38,2024-07-23 17:36:00,2024-07-27 05:36:00,84
SHIP_119515,1149.64,Critical,EAT,Cleared,0,Manual,Complete,Pending,MedSupply International,Cooperative,82,Available,Good,81.37,10.23,2024-07-23 23:54:00,2024-07-24 14:54:00,15
SHIP_107580,1577.65,High,AVI,Hold,0,Manual,Incomplete,Overdue,Global Electronics Pvt Ltd,Non-Compliant,46,Available,Good,73.44,11.61,2024-07-25 19:17:00,2024-07-28 12:17:00,65
SHIP_105427,3451.99,Critical,VAL,Hold,1,Automatic,Incomplete,Paid,FreshFoods Exports,Cooperative,58,Available,Good,71.88,16.04,2024-07-25 23:26:00,2024-07-27 23:26:00,48
SHIP_104611,3970.73,Critical,AVI,Pending,1,Manual,Incomplete,Pending,CargoLink Pvt Ltd,Delayed Response,60,Available,Good,20.39,0.98,2024-07-25 11:45:00,2024-07-27 13:45:00,50
SHIP_102900,2134.05,Critical,DGR,Pending,1,Automatic,Incomplete,Overdue,FreshFoods Exports,Average,75,Available,Good,91.71,15.61,2024-07-26 23:15:00,2024-07-30 02:15:00,75
SHIP_116677,3213.21,High,EAT,Pending,0,Automatic,Incomplete,Overdue,FreshFoods Exports,Delayed Response,95,Available,Good,35.95,13.49,2024-07-26 15:19:00,2024-07-28 10:19:00,43
SHIP_110461,759.97,High,GEN,Hold,0,Automatic,Complete,Paid,Skyline Traders,Cooperative,87,Delayed,Damaged,33.77,19.63,2024-07-24 23:19:00,2024-07-27 15:19:00,64
SHIP_112402,1781.1,High,AVI,Under Inspection,1,Automatic,Complete,Paid,MedSupply International,Average,33,Delayed,Good,44.44,5.8,2024-07-26 04:21:00,2024-07-28 10:21:00,54
SHIP_114239,3436.32,Critical,DGR,Under Inspection,0,Manual,Missing,Paid,FreshFoods Exports,Cooperative,22,Available,Good,42.45,8.51,2024-07-25 01:08:00,2024-07-26 21:08:00,44
SHIP_117764,215.6,High,DGR,Pending,1,Automatic,Incomplete,Overdue,CargoLink Pvt Ltd,Average,62,Available,Damaged,86.72,10.67,2024-07-27 03:53:00,2024-07-30 03:53:00,72
SHIP_110389,3971.69,Critical,EAT,Under Inspection,0,Automatic,Complete,Paid,CargoLink Pvt Ltd,Cooperative,31,Available,Good,52.53,12.68,2024-07-24 21:25:00,2024-07-25 22:25:00,25
SHIP_112436,3284.36,Critical,PER,Under Inspection,0,Automatic,Incomplete,Overdue,Prime Retail Imports,Delayed Response,71,Available,Good,81.3,3.75,2024-07-26 10:03:00,2024-07-28 17:03:00,55
SHIP_106291,4273.18,Critical,AVI,Hold,0,Manual,Complete,Overdue,AeroTech Solutions,Cooperative,95,Delayed,Needs Repacking,75.91,12.16,2024-07-27 11:03:00,2024-07-31 10:03:00,95
SHIP_118697,3187.87,Medium,DGR,Pending,0,Manual,Missing,Paid,FreshFoods Exports,Cooperative,38,Delayed,Damaged,77.9,19.67,2024-07-26 01:10:00,2024-07-28 13:10:00,60
SHIP_108329,2434.11,Critical,EAT,Pending,1,Manual,Missing,Paid,DHL Logistics,Average,85,Delayed,Good,55.61,23.53,2024-07-27 11:40:00,2024-07-30 07:40:00,68
SHIP_117147,2768.03,High,EAT,Pending,0,Manual,Incomplete,Pending,Skyline Traders,Cooperative,29,Available,Good,78.72,18.03,2024-07-26 02:44:00,2024-07-27 16:44:00,38
SHIP_115810,4492.09,Low,EAT,Pending,0,Automatic,Incomplete,Pending,DHL Logistics,Delayed Response,29,Available,Good,43.61,21.46,2024-07-26 01:55:00,2024-07-28 02:55:00,49
SHIP_101063,4849.16,High,PER,Hold,0,Manual,Missing,Paid,CargoLink Pvt Ltd,Cooperative,97,Available,Good,49.49,1.58,2024-07-23 14:06:00,2024-07-25 16:06:00,50
SHIP_111508,4284.01,High,PER,Pending,1,Automatic,Complete,Pending,MedSupply International,Delayed Response,52,Available,Good,48.25,18.58,2024-07-26 16:25:00,2024-07-28 09:25:00,41
SHIP_110325,1258.06,Low,GEN,Hold,1,Automatic,Missing,Paid,DHL Logistics,Cooperative,38,Available,Damaged,54.85,16.23,2024-07-26 00:04:00,2024-07-29 07:04:00,79
SHIP_119840,1097.32,Critical,EAT,Pending,1,Automatic,Missing,Pending,DHL Logistics,Average,96,Available,Damaged,67.06,20.23,2024-07-27 09:19:00,2024-07-30 06:19:00,69
SHIP_112770,1336.59,Medium,GEN,Hold,1,Automatic,Complete,Paid,ABC Pharma Ltd,Average,86,Available,Good,94.92,14.85,2024-07-23 06:34:00,2024-07-25 04:34:00,46
SHIP_105794,4382.56,Critical,DGR,Hold,0,Automatic,Complete,Pending,DHL Logistics,Average,44,Delayed,Good,90.5,5.58,2024-07-27 00:40:00,2024-07-29 08:40:00,56
SHIP_114225,3195.65,Low,GEN,Under Inspection,0,Manual,Complete,Paid,MedSupply International,Average,75,Available,Good,55.52,16.95,2024-07-24 17:58:00,2024-07-26 03:58:00,34
SHIP_115260,4588.03,High,DGR,Pending,0,Manual,Incomplete,Overdue,Secure Freight Systems,Cooperative,21,Available,Damaged,50.45,2.16,2024-07-26 07:13:00,2024-07-28 19:13:00,60
SHIP_108672,2597.63,Critical,GEN,Hold,1,Manual,Incomplete,Overdue,FreshFoods Exports,Delayed Response,24,Delayed,Damaged,49.07,19.09,2024-07-27 20:48:00,2024-07-31 22:48:00,98
SHIP_104480,3210.84,Low,EAT,Pending,0,Automatic,Complete,Paid,DHL Logistics,Cooperative,91,Available,Good,42.5,13.44,2024-07-24 22:32:00,2024-07-25 18:32:00,20
SHIP_116684,453.98,Medium,AVI,Hold,0,Automatic,Incomplete,Paid,Skyline Traders,Average,48,Delayed,Damaged,46.08,21.12,2024-07-26 01:45:00,2024-07-28 17:45:00,64
SHIP_111588,2322.86,Medium,VAL,Hold,0,Manual,Missing,Pending,MedSupply International,Average,59,Available,Good,93.92,7.63,2024-07-26 17:53:00,2024-07-29 18:53:00,73
SHIP_107003,559.55,Medium,AVI,Under Inspection,1,Automatic,Missing,Pending,Secure Freight Systems,Cooperative,82,Not Available,Damaged,99.15,15.42,2024-07-29 03:16:00,2024-08-02 11:16:00,104
SHIP_112972,3639.77,Low,AVI,Pending,0,Automatic,Missing,Pending,ABC Pharma Ltd,Cooperative,25,Not Available,Good,41.35,0.6,2024-07-26 20:19:00,2024-07-30 07:19:00,83
SHIP_114699,2852.5,Critical,PER,Hold,0,Automatic,Complete,Paid,FreshFoods Exports,Average,37,Delayed,Good,97.64,21.24,2024-07-26 16:00:00,2024-07-28 18:00:00,50
SHIP_106455,1657.66,High,AVI,Pending,0,Automatic,Missing,Paid,ABC Pharma Ltd,Average,81,Available,Needs Repacking,86.33,13.52,2024-07-26 20:14:00,2024-07-28 23:14:00,51
SHIP_106167,3426.27,Medium,VAL,Pending,0,Manual,Complete,Pending,ABC Pharma Ltd,Cooperative,37,Delayed,Good,98.72,4.49,2024-07-26 16:34:00,2024-07-28 12:34:00,44
SHIP_119090,3441.49,Low,PER,Under Inspection,0,Automatic,Missing,Overdue,Skyline Traders,Average,69,Available,Good,65.71,2.5,2024-07-27 22:47:00,2024-07-31 13:47:00,87
SHIP_111914,3549.19,Medium,EAT,Pending,1,Automatic,Missing,Paid,Secure Freight Systems,Cooperative,90,Not Available,Good,83.07,3.72,2024-07-25 17:24:00,2024-07-29 00:24:00,79
SHIP_110889,3374.42,Critical,VAL,Under Inspection,1,Automatic,Incomplete,Paid,CargoLink Pvt Ltd,Cooperative,20,Available,Good,98.42,7.7,2024-07-26 03:30:00,2024-07-28 11:30:00,56
SHIP_109281,3521.23,Medium,GEN,Pending,0,Manual,Incomplete,Pending,AeroTech Solutions,Cooperative,93,Available,Good,83.22,21.13,2024-07-26 07:30:00,2024-07-28 00:30:00,41
